A1,"15_clicks, 15_clicks, 13_clicks"
A566,"18_clicks, 18_carts, 1_clicks"
A567,"18_carts, 1_clicks, 18_clicks"
A568,"1_clicks, 18_clicks, 18_clicks"
A569,"1_clicks, 9_clicks, 13_clicks"
A570,"9_clicks, 13_clicks, 7_clicks"
A571,"13_clicks, 7_clicks, 14_clicks"
A572,"7_clicks, 14_clicks, 5_clicks"
A573,"14_clicks, 5_clicks, 14_clicks"
A574,"5_clicks, 14_clicks, 3_clicks"
A575,"14_clicks, 3_clicks, 13_clicks"
A576,"3_clicks, 13_clicks, 16_clicks"
A577,"13_clicks, 16_clicks, 13_clicks"
A578,"16_clicks, 13_clicks, 16_clicks"
A579,"13_clicks, 16_clicks, 3_clicks"
A580,"16_clicks, 3_clicks, 13_clicks"
A581,"3_clicks, 13_clicks, 3_clicks"
A582,"13_clicks, 3_clicks, 14_clicks"
A583,"3_clicks, 14_clicks, 3_clicks"
A584,"14_clicks, 3_clicks, 2_clicks"
A585,"3_clicks, 2_clicks, 3_clicks"
A586,"2_clicks, 3_clicks, 2_clicks"
A587,"3_clicks, 2_clicks, 1_clicks"
A588,"1_clicks, 13_clicks, 17_clicks"
A589,"13_clicks, 17_clicks, 16_clicks"
A590,"17_clicks, 16_clicks, 1_clicks"
A591,"16_clicks, 1_clicks, 13_clicks"
A592,"1_clicks, 13_clicks, 2_clicks"
A593,"13_clicks, 2_clicks, 6_clicks"
A594,"2_clicks, 6_clicks, 16_clicks"
A595,"6_clicks, 16_clicks, 11_clicks"
A596,"16_clicks, 11_clicks, 7_clicks"
A597,"11_clicks, 7_clicks, 2_clicks"
A598,"7_clicks, 2_clicks, 11_clicks"
A599,"2_clicks, 11_clicks, 2_clicks"
A600,"11_clicks, 2_clicks, 13_clicks"
A601,"2_clicks, 13_clicks, 13_clicks"
A602,"13_clicks, 13_clicks, 4_clicks"
A603,"13_clicks, 4_clicks, 14_clicks"
A604,"4_clicks, 14_clicks, 5_clicks"
A605,"5_clicks, 14_clicks, 7_clicks"
A606,"7_clicks, 14_clicks, 7_clicks"
A607,"7_clicks, 14_clicks, 4_clicks"
A608,"14_clicks, 4_clicks, 16_clicks"
A609,"4_clicks, 16_clicks, 17_clicks"
A610,"16_clicks, 17_clicks, 16_clicks"
A611,"17_clicks, 16_clicks, 4_clicks"
A612,"16_clicks, 4_clicks, 17_clicks"
A613,"4_clicks, 17_clicks, 13_clicks"
A614,"17_clicks, 13_clicks, 13_clicks"
A615,"13_clicks, 3_clicks, 8_clicks"
A616,"3_clicks, 8_clicks, 6_clicks"
A617,"8_clicks, 6_clicks, 2_clicks"
A618,"6_clicks, 2_clicks, 1_clicks"
A619,"2_clicks, 1_clicks, 8_clicks"
A620,"1_clicks, 8_clicks, 1_clicks"
A621,"8_clicks, 1_clicks, 1_clicks"
A622,"1_clicks, 1_clicks, 3_clicks"
A623,"3_clicks, 1_clicks, 3_clicks"
A624,"3_clicks, 1_clicks, 13_clicks"
A625,"1_clicks, 13_clicks, 7_clicks"
A626,"13_clicks, 7_clicks, 1_clicks"
A627,"7_clicks, 1_clicks, 7_clicks"
A628,"1_clicks, 7_clicks, 17_clicks"
A629,"7_clicks, 17_clicks, 17_clicks"
A630,"17_clicks, 17_clicks, 17_clicks"
A631,"17_clicks, 7_clicks, 1_clicks"
A632,"1_clicks, 7_clicks, 1_clicks"
A633,"1_clicks, 7_clicks, 13_clicks"
A634,"13_clicks, 16_clicks, 8_clicks"
A635,"16_clicks, 8_clicks, 15_clicks"
A636,"8_clicks, 15_clicks, 8_clicks"
A637,"15_clicks, 8_clicks, 1_clicks"
A638,"8_clicks, 1_clicks, 3_clicks"
A639,"1_clicks, 3_clicks, 14_clicks"
A640,"3_clicks, 14_clicks, 17_clicks"
A641,"14_clicks, 17_clicks, 4_clicks"
A642,"17_clicks, 4_clicks, 9_clicks"
A643,"4_clicks, 9_clicks, 10_clicks"
A644,"9_clicks, 10_clicks, 3_clicks"
A645,"10_clicks, 3_clicks, 10_clicks"
A646,"3_clicks, 10_clicks, 0_clicks"
A647,"0_clicks, 3_clicks, 18_clicks"
A648,"3_clicks, 18_clicks, 17_clicks"
A649,"17_clicks, 18_clicks, 0_clicks"
A650,"0_clicks, 10_clicks, 3_clicks"
A651,"10_clicks, 3_clicks, 6_clicks"
A652,"3_clicks, 6_clicks, 3_clicks"
A653,"6_clicks, 3_clicks, 5_clicks"
A654,"3_clicks, 5_clicks, 16_clicks"
A655,"5_clicks, 16_clicks, 0_clicks"
A656,"13_clicks, 3_clicks, 0_clicks"
A657,"3_clicks, 0_clicks, 3_clicks"
A658,"0_clicks, 3_clicks, 0_clicks"
A659,"3_clicks, 0_clicks, 13_clicks"
A660,"0_clicks, 13_clicks, 0_clicks"
A661,"13_clicks, 0_clicks, 3_clicks"
A662,"0_clicks, 3_clicks, 3_clicks"
A663,"3_clicks, 3_clicks, 0_clicks"
A664,"0_clicks, 3_clicks, 5_clicks"
A665,"3_clicks, 5_clicks, 3_clicks"
A666,"5_clicks, 3_clicks, 6_clicks"
A667,"3_clicks, 6_clicks, 13_clicks"
A668,"6_clicks, 13_clicks, 3_clicks"
A669,"13_clicks, 3_clicks, 2_clicks"
A670,"2_clicks, 3_clicks, 1_clicks"
A671,"1_clicks, 3_clicks, 5_clicks"
A672,"5_clicks, 3_clicks, 1_clicks"
A673,"1_clicks, 13_clicks, 5_clicks"
A674,"13_clicks, 5_clicks, 6_clicks"
A675,"5_clicks, 6_clicks, 2_clicks"
A676,"6_clicks, 2_clicks, 6_clicks"
A677,"2_clicks, 6_clicks, 13_clicks"
A678,"6_clicks, 13_clicks, 1_clicks"
A679,"13_clicks, 1_clicks, 13_clicks"
A680,"1_clicks, 13_clicks, 18_clicks"
A681,"13_clicks, 18_clicks, 13_clicks"
A682,"18_clicks, 13_clicks, 7_clicks"
A683,"13_clicks, 7_clicks, 6_clicks"
A684,"7_clicks, 6_clicks, 9_clicks"
A685,"6_clicks, 9_clicks, 3_clicks"
A686,"9_clicks, 3_clicks, 8_clicks"
A687,"3_clicks, 8_clicks, 3_clicks"
A688,"8_clicks, 3_clicks, 15_clicks"
A689,"3_clicks, 15_clicks, 7_clicks"
A690,"7_clicks, 15_clicks, 16_clicks"
A691,"15_clicks, 16_clicks, 7_clicks"
A692,"16_clicks, 7_clicks, 15_clicks"
A693,"7_clicks, 15_clicks, 3_clicks"
A694,"15_clicks, 3_clicks, 9_clicks"
A695,"3_clicks, 9_clicks, 6_clicks"
A696,"9_clicks, 6_clicks, 7_clicks"
A697,"6_clicks, 7_clicks, 13_clicks"
A698,"7_clicks, 13_clicks, 1_clicks"
A699,"13_clicks, 1_clicks, 1_clicks"
A700,"1_clicks, 1_clicks, 13_clicks"
A701,"13_clicks, 13_clicks, 5_clicks"
A702,"13_clicks, 5_clicks, 13_clicks"
A703,"5_clicks, 13_clicks, 13_clicks"
A704,"13_clicks, 13_clicks, 18_clicks"
A705,"13_clicks, 18_clicks, 1_clicks"
A706,"18_clicks, 1_clicks, 1_clicks"
A707,"1_clicks, 1_clicks, 1_clicks"
A708,"18_clicks, 13_clicks, 18_clicks"
A709,"18_clicks, 13_clicks, 1_clicks"
A710,"1_clicks, 13_clicks, 1_clicks"
A711,"13_clicks, 1_clicks, 0_clicks"
A712,"1_clicks, 0_clicks, 16_clicks"
A713,"0_clicks, 16_clicks, 5_clicks"
A714,"16_clicks, 5_clicks, 5_clicks"
A715,"5_clicks, 16_clicks, 5_clicks"
A716,"16_clicks, 5_clicks, 13_clicks"
A717,"5_clicks, 13_clicks, 5_clicks"
A718,"13_clicks, 5_clicks, 4_clicks"
A719,"5_clicks, 4_clicks, 14_clicks"
A720,"4_clicks, 14_clicks, 7_clicks"
A721,"14_clicks, 7_clicks, 5_clicks"
A722,"5_clicks, 7_clicks, 13_clicks"
A723,"7_clicks, 13_clicks, 12_clicks"
A724,"13_clicks, 12_clicks, 13_clicks"
A725,"12_clicks, 13_clicks, 7_clicks"
A726,"13_clicks, 7_clicks, 18_clicks"
A727,"7_clicks, 18_clicks, 13_clicks"
A728,"0_clicks, 12_clicks, 4_clicks"
A729,"12_clicks, 4_clicks, 12_clicks"
A730,"4_clicks, 12_clicks, 17_clicks"
A731,"17_clicks, 0_clicks, 8_clicks"
A732,"0_clicks, 8_clicks, 5_clicks"
A733,"8_clicks, 5_clicks, 0_clicks"
A734,"5_clicks, 0_clicks, 0_clicks"
A735,"0_clicks, 0_clicks, 8_clicks"
A736,"0_clicks, 8_clicks, 17_clicks"
A737,"8_clicks, 17_clicks, 13_clicks"
A738,"17_clicks, 13_clicks, 8_clicks"
A739,"13_clicks, 8_clicks, 7_clicks"
A740,"5_clicks, 6_clicks, 13_clicks"
A741,"6_clicks, 13_clicks, 5_clicks"
A742,"13_clicks, 5_clicks, 1_clicks"
A743,"5_clicks, 1_clicks, 1_clicks"
A744,"1_clicks, 1_clicks, 0_clicks"
A745,"1_clicks, 0_clicks, 10_clicks"
A746,"18_clicks, 3_clicks, 13_clicks"
A747,"8_clicks, 8_carts, 10_clicks"
A748,"8_carts, 10_clicks, 5_clicks"
A749,"10_clicks, 5_clicks, 5_clicks"
A750,"5_clicks, 5_clicks, 13_clicks"
A751,"5_clicks, 13_clicks, 6_clicks"
A752,"2_clicks, 9_clicks, 2_clicks"
A753,"9_clicks, 2_clicks, 7_clicks"
A754,"2_clicks, 7_clicks, 10_clicks"
A755,"7_clicks, 10_clicks, 2_clicks"
A756,"11_clicks, 11_clicks, 11_clicks"
A757,"11_clicks, 11_clicks, 13_clicks"
A758,"11_clicks, 13_clicks, 13_clicks"
A759,"13_clicks, 13_clicks, 14_clicks"
A760,"13_clicks, 14_clicks, 3_clicks"
A761,"2_clicks, 8_clicks, 18_clicks"
A762,"8_clicks, 18_clicks, 0_clicks"
A763,"18_clicks, 0_clicks, 2_clicks"
A764,"0_clicks, 2_clicks, 3_clicks"
A765,"2_clicks, 3_clicks, 5_clicks"
A766,"5_clicks, 16_clicks, 17_clicks"
A767,"16_clicks, 17_clicks, 11_clicks"
A768,"17_clicks, 11_clicks, 2_clicks"
A769,"11_clicks, 2_clicks, 6_clicks"
A770,"6_clicks, 13_clicks, 12_clicks"
A771,"13_clicks, 12_clicks, 0_clicks"
A772,"12_clicks, 0_clicks, 1_clicks"
A773,"0_clicks, 1_clicks, 4_clicks"
A774,"1_clicks, 4_clicks, 17_clicks"
A775,"4_clicks, 17_clicks, 6_clicks"
A776,"17_clicks, 6_clicks, 16_clicks"
A777,"6_clicks, 16_clicks, 17_clicks"
A778,"16_clicks, 17_clicks, 0_clicks"
A779,"0_clicks, 0_clicks, 3_clicks"
A780,"3_clicks, 0_clicks, 9_clicks"
A781,"0_clicks, 9_clicks, 13_clicks"
A782,"9_clicks, 13_clicks, 3_clicks"
A783,"9_clicks, 9_carts, 9_orders"
A784,"9_carts, 9_orders, 9_clicks"
A785,"9_orders, 9_clicks, 9_clicks"
A786,"9_clicks, 9_clicks, 17_clicks"
A787,"17_clicks, 18_clicks, 17_clicks"
A788,"18_clicks, 17_clicks, 6_clicks"
A789,"17_clicks, 6_clicks, 5_clicks"
A790,"6_clicks, 5_clicks, 17_clicks"
A791,"5_clicks, 17_clicks, 3_clicks"
A792,"17_clicks, 3_clicks, 7_clicks"
A793,"3_clicks, 7_clicks, 7_clicks"
A794,"7_clicks, 7_clicks, 14_clicks"
A795,"7_clicks, 14_clicks, 9_clicks"
A796,"14_clicks, 9_clicks, 3_clicks"
A797,"9_clicks, 3_clicks, 16_clicks"
A798,"3_clicks, 16_clicks, 17_clicks"
A799,"16_clicks, 17_clicks, 2_clicks"
A800,"17_clicks, 2_clicks, 11_clicks"
A801,"2_clicks, 11_clicks, 11_clicks"
A802,"11_clicks, 11_clicks, 11_carts"
A803,"11_clicks, 11_carts, 0_clicks"
A804,"11_carts, 0_clicks, 11_clicks"
A805,"0_clicks, 11_clicks, 11_clicks"
A806,"11_clicks, 11_clicks, 11_orders"
A807,"11_clicks, 11_orders, 10_clicks"
A808,"11_orders, 10_clicks, 16_clicks"
A809,"16_clicks, 13_clicks, 8_clicks"
A810,"13_clicks, 8_clicks, 4_clicks"
A811,"8_clicks, 4_clicks, 5_clicks"
A812,"4_clicks, 5_clicks, 11_clicks"
A813,"5_clicks, 11_clicks, 4_clicks"
A814,"11_clicks, 4_clicks, 3_clicks"
A815,"4_clicks, 3_clicks, 15_carts"
A816,"3_clicks, 15_carts, 11_clicks"
A817,"15_carts, 11_clicks, 16_clicks"
A818,"11_clicks, 16_clicks, 4_clicks"
A819,"16_clicks, 4_clicks, 15_clicks"
A820,"4_clicks, 15_clicks, 16_clicks"
A821,"15_clicks, 16_clicks, 16_clicks"
A822,"16_clicks, 16_clicks, 2_clicks"
A823,"16_clicks, 2_clicks, 16_clicks"
A824,"2_clicks, 16_clicks, 7_clicks"
A825,"3_clicks, 9_clicks, 10_clicks"
A826,"9_clicks, 10_clicks, 6_clicks"
A827,"10_clicks, 6_clicks, 13_clicks"
A828,"6_clicks, 13_clicks, 17_clicks"
A829,"13_clicks, 17_clicks, 6_clicks"
A830,"8_clicks, 8_carts, 8_orders"
A831,"8_carts, 8_orders, 8_clicks"
A832,"8_orders, 8_clicks, 8_clicks"
A833,"16_clicks, 16_clicks, 1_clicks"
A834,"16_clicks, 1_clicks, 17_clicks"
A835,"1_clicks, 17_clicks, 17_carts"
A836,"17_clicks, 17_carts, 1_clicks"
A837,"17_carts, 1_clicks, 16_clicks"
A838,"1_clicks, 16_clicks, 2_clicks"
A839,"16_clicks, 2_clicks, 17_carts"
A840,"2_clicks, 17_carts, 2_clicks"
A841,"17_carts, 2_clicks, 17_clicks"
A842,"2_clicks, 17_clicks, 13_clicks"
A843,"17_clicks, 13_clicks, 6_clicks"
A844,"13_clicks, 6_clicks, 8_clicks"
A845,"6_clicks, 8_clicks, 16_clicks"
A846,"8_clicks, 16_clicks, 2_clicks"
A847,"16_clicks, 2_clicks, 3_clicks"
A848,"2_clicks, 3_clicks, 11_clicks"
A849,"3_clicks, 11_clicks, 6_clicks"
A850,"11_clicks, 6_clicks, 6_carts"
A851,"6_clicks, 6_carts, 16_clicks"
A852,"6_carts, 16_clicks, 16_carts"
A853,"16_clicks, 16_carts, 4_clicks"
A854,"16_carts, 4_clicks, 8_clicks"
A855,"4_clicks, 8_clicks, 8_carts"
A856,"8_carts, 8_orders, 17_orders"
A857,"8_orders, 17_orders, 6_orders"
A858,"17_orders, 6_orders, 16_orders"
A859,"6_orders, 16_orders, 17_orders"
A860,"16_orders, 17_orders, 8_clicks"
A861,"17_orders, 8_clicks, 9_clicks"
A862,"8_clicks, 9_clicks, 9_carts"
A863,"9_clicks, 9_carts, 2_clicks"
A864,"9_carts, 2_clicks, 9_clicks"
A865,"2_clicks, 9_clicks, 16_clicks"
A866,"9_clicks, 16_clicks, 16_clicks"
A867,"16_clicks, 1_clicks, 1_clicks"
A868,"1_clicks, 1_clicks, 1_carts"
A869,"1_carts, 9_clicks, 2_clicks"
A870,"9_clicks, 2_clicks, 17_clicks"
A871,"2_clicks, 17_clicks, 17_clicks"
A872,"17_clicks, 17_clicks, 2_clicks"
A873,"17_clicks, 2_clicks, 17_clicks"
A874,"2_clicks, 17_clicks, 3_clicks"
A875,"17_clicks, 3_clicks, 17_clicks"
A876,"2_clicks, 11_clicks, 1_clicks"
A877,"11_clicks, 1_clicks, 2_clicks"
A878,"1_clicks, 2_clicks, 1_clicks"
A879,"2_clicks, 1_clicks, 3_clicks"
A880,"14_clicks, 17_clicks, 1_clicks"
A881,"17_clicks, 1_clicks, 7_clicks"
A882,"1_clicks, 7_clicks, 9_clicks"
A883,"7_clicks, 9_clicks, 2_clicks"
A884,"9_clicks, 2_clicks, 2_carts"
A885,"2_clicks, 2_carts, 16_clicks"
A886,"2_carts, 16_clicks, 16_carts"
A887,"16_clicks, 16_carts, 11_clicks"
A888,"16_carts, 11_clicks, 11_carts"
A889,"11_clicks, 11_carts, 9_clicks"
A890,"11_carts, 9_clicks, 9_clicks"
A891,"9_clicks, 9_clicks, 3_clicks"
A892,"9_clicks, 3_clicks, 13_clicks"
A893,"3_clicks, 13_clicks, 16_carts"
A894,"13_clicks, 16_carts, 16_orders"
A895,"16_carts, 16_orders, 16_clicks"
A896,"16_orders, 16_clicks, 16_clicks"
A897,"16_clicks, 16_clicks, 16_clicks"
A898,"16_clicks, 16_clicks, 11_clicks"
A899,"16_clicks, 11_clicks, 11_clicks"
A900,"11_clicks, 11_clicks, 16_clicks"
A901,"11_clicks, 16_clicks, 16_clicks"
A902,"16_clicks, 16_clicks, 0_clicks"
A903,"4_clicks, 4_carts, 2_clicks"
A904,"4_carts, 2_clicks, 13_clicks"
A905,"2_clicks, 13_clicks, 2_clicks"
A906,"13_clicks, 2_clicks, 15_clicks"
A907,"15_clicks, 13_clicks, 14_clicks"
A908,"13_clicks, 14_clicks, 15_clicks"
A909,"14_clicks, 15_clicks, 11_clicks"
A910,"15_clicks, 11_clicks, 3_carts"
A911,"11_clicks, 3_carts, 14_carts"
A912,"3_carts, 14_carts, 16_carts"
A913,"14_carts, 16_carts, 4_clicks"
A914,"16_carts, 4_clicks, 9_clicks"
A915,"4_clicks, 9_clicks, 3_clicks"
A916,"9_clicks, 3_clicks, 9_carts"
A917,"3_clicks, 9_carts, 8_clicks"
A918,"9_carts, 8_clicks, 12_carts"
A919,"8_clicks, 12_carts, 3_clicks"
A920,"12_carts, 3_clicks, 17_clicks"
A921,"3_clicks, 17_clicks, 3_clicks"
A922,"17_clicks, 3_clicks, 1_clicks"
A923,"3_clicks, 1_clicks, 15_clicks"
A924,"1_clicks, 15_clicks, 5_clicks"
A925,"15_clicks, 5_clicks, 13_clicks"
A926,"5_clicks, 13_clicks, 15_clicks"
A927,"13_clicks, 15_clicks, 13_clicks"
A928,"15_clicks, 13_clicks, 13_carts"
A929,"13_clicks, 13_carts, 5_clicks"
A930,"13_carts, 5_clicks, 7_clicks"
A931,"5_clicks, 7_clicks, 7_carts"
A932,"7_clicks, 7_carts, 15_clicks"
A933,"7_carts, 15_clicks, 7_clicks"
A934,"15_clicks, 7_clicks, 14_clicks"
A935,"7_clicks, 14_clicks, 17_clicks"
A936,"17_clicks, 3_clicks, 10_clicks"
A937,"3_clicks, 10_clicks, 3_clicks"
A938,"10_clicks, 3_clicks, 11_clicks"
A939,"3_clicks, 11_clicks, 11_carts"
A940,"11_clicks, 11_carts, 7_clicks"
A941,"11_carts, 7_clicks, 7_carts"
A942,"7_carts, 7_clicks, 7_clicks"
A943,"7_clicks, 7_carts, 11_clicks"
A944,"7_carts, 11_clicks, 11_carts"
A945,"7_carts, 11_clicks, 6_clicks"
A946,"11_clicks, 6_clicks, 15_clicks"
A947,"6_clicks, 15_clicks, 15_carts"
A948,"15_clicks, 15_carts, 8_clicks"
A949,"15_carts, 8_clicks, 8_clicks"
A950,"8_clicks, 8_clicks, 8_clicks"
A951,"8_clicks, 8_clicks, 8_carts"
A952,"8_clicks, 8_carts, 15_clicks"
A953,"8_carts, 15_clicks, 17_clicks"
A954,"15_clicks, 17_clicks, 15_clicks"
A955,"17_clicks, 15_clicks, 5_clicks"
A956,"15_clicks, 5_clicks, 5_clicks"
A957,"5_clicks, 5_clicks, 5_clicks"
A958,"5_clicks, 5_clicks, 5_carts"
A959,"5_clicks, 5_carts, 5_clicks"
A960,"5_carts, 5_clicks, 5_clicks"
A961,"5_clicks, 16_clicks, 16_clicks"
A962,"16_clicks, 0_clicks, 5_clicks"
A963,"0_clicks, 5_clicks, 5_carts"
A964,"5_clicks, 5_carts, 6_clicks"
A965,"5_carts, 6_clicks, 6_clicks"
A966,"6_clicks, 6_clicks, 14_clicks"
A967,"6_clicks, 14_clicks, 5_carts"
A968,"14_clicks, 5_carts, 5_orders"
A969,"5_carts, 5_orders, 5_orders"
A970,"5_orders, 5_orders, 9_clicks"
A971,"5_orders, 9_clicks, 12_clicks"
A972,"9_clicks, 12_clicks, 5_clicks"
A973,"12_clicks, 5_clicks, 14_clicks"
A974,"14_clicks, 5_clicks, 5_clicks"
A975,"5_clicks, 5_clicks, 6_clicks"
A976,"5_clicks, 6_clicks, 17_clicks"
A977,"6_clicks, 17_clicks, 2_clicks"
A978,"17_clicks, 2_clicks, 2_carts"
A979,"2_clicks, 2_carts, 2_clicks"
A980,"2_carts, 2_clicks, 10_clicks"
A981,"2_clicks, 10_clicks, 3_clicks"
A982,"10_clicks, 3_clicks, 3_carts"
A983,"3_clicks, 3_carts, 10_clicks"
A984,"3_carts, 10_clicks, 3_clicks"
A985,"3_clicks, 3_carts, 11_clicks"
A986,"3_carts, 11_clicks, 11_carts"
A987,"11_clicks, 11_carts, 2_clicks"
A988,"11_carts, 2_clicks, 3_clicks"
A989,"2_clicks, 3_clicks, 3_clicks"
A990,"3_clicks, 3_clicks, 4_clicks"
A991,"3_clicks, 4_clicks, 3_clicks"
A992,"4_clicks, 3_clicks, 10_clicks"
A993,"3_clicks, 10_clicks, 10_carts"
A994,"10_clicks, 10_carts, 3_clicks"
A995,"10_carts, 3_clicks, 1_clicks"
A996,"3_clicks, 1_clicks, 11_clicks"
A997,"11_clicks, 1_clicks, 15_clicks"
A998,"1_clicks, 15_clicks, 10_clicks"
A999,"15_clicks, 10_clicks, 10_carts"
A1000,"10_clicks, 10_carts, 8_clicks"
A1001,"10_carts, 8_clicks, 5_clicks"
A1002,"8_clicks, 5_clicks, 13_clicks"
A1003,"5_clicks, 13_clicks, 2_clicks"
A1004,"13_clicks, 2_clicks, 13_clicks"
A1005,"2_clicks, 13_clicks, 13_carts"
A1006,"13_clicks, 13_carts, 2_orders"
A1007,"13_carts, 2_orders, 3_orders"
A1008,"2_orders, 3_orders, 10_orders"
A1009,"3_orders, 10_orders, 17_clicks"
A1010,"10_orders, 17_clicks, 17_carts"
A1011,"17_clicks, 17_carts, 11_clicks"
A1012,"17_carts, 11_clicks, 11_carts"
A1013,"11_clicks, 11_carts, 17_clicks"
A1014,"11_carts, 17_clicks, 17_carts"
A1015,"17_carts, 0_clicks, 0_carts"
A1016,"0_clicks, 0_carts, 3_clicks"
A1017,"0_carts, 3_clicks, 3_carts"
A1018,"3_clicks, 3_carts, 3_carts"
A1019,"3_carts, 3_carts, 18_clicks"
A1020,"3_carts, 18_clicks, 18_carts"
A1021,"18_carts, 18_clicks, 15_clicks"
A1022,"18_clicks, 15_clicks, 15_carts"
A1023,"15_clicks, 15_carts, 10_clicks"
A1024,"15_carts, 10_clicks, 15_clicks"
A1025,"10_clicks, 15_clicks, 15_carts"
A1026,"15_clicks, 15_carts, 15_clicks"
A1027,"15_carts, 15_clicks, 16_clicks"
A1028,"15_clicks, 16_clicks, 16_carts"
A1029,"16_carts, 8_clicks, 8_carts"
A1030,"8_clicks, 8_carts, 16_clicks"
A1031,"8_carts, 16_clicks, 9_clicks"
A1032,"16_clicks, 9_clicks, 9_clicks"
A1033,"9_clicks, 9_carts, 15_carts"
A1034,"9_carts, 15_carts, 17_clicks"
A1035,"15_carts, 17_clicks, 17_carts"
A1036,"17_clicks, 17_carts, 18_clicks"
A1037,"17_carts, 18_clicks, 18_carts"
A1038,"18_clicks, 18_carts, 15_clicks"
A1039,"18_carts, 15_clicks, 2_clicks"
A1040,"15_clicks, 2_clicks, 3_clicks"
A1041,"2_clicks, 3_clicks, 3_carts"
A1042,"3_clicks, 3_carts, 15_clicks"
A1043,"3_carts, 15_clicks, 3_clicks"
A1044,"15_clicks, 3_clicks, 10_clicks"
A1045,"10_clicks, 10_carts, 10_carts"
A1046,"10_carts, 10_carts, 17_clicks"
A1047,"10_carts, 17_clicks, 10_clicks"
A1048,"17_clicks, 10_clicks, 3_clicks"
A1049,"10_clicks, 3_clicks, 7_clicks"
A1050,"7_clicks, 7_carts, 18_clicks"
A1051,"7_carts, 18_clicks, 18_clicks"
A1052,"18_clicks, 18_clicks, 13_clicks"
A1053,"13_clicks, 1_clicks, 15_clicks"
A1054,"1_clicks, 15_clicks, 15_clicks"
A1055,"15_clicks, 15_clicks, 1_clicks"
A1056,"15_clicks, 1_clicks, 1_clicks"
A1057,"1_clicks, 1_clicks, 6_clicks"
A1058,"1_clicks, 6_clicks, 6_clicks"
A1059,"6_clicks, 6_clicks, 6_carts"
A1060,"6_clicks, 6_carts, 3_clicks"
A1061,"6_carts, 3_clicks, 6_clicks"
A1062,"3_clicks, 6_clicks, 4_clicks"
A1063,"6_clicks, 4_clicks, 0_clicks"
A1064,"4_clicks, 0_clicks, 5_clicks"
A1065,"0_clicks, 5_clicks, 0_clicks"
A1066,"0_clicks, 0_clicks, 17_clicks"
A1067,"0_clicks, 17_clicks, 12_clicks"
A1068,"17_clicks, 12_clicks, 17_clicks"
A1069,"12_clicks, 17_clicks, 18_clicks"
A1070,"17_clicks, 18_clicks, 13_clicks"
A1071,"18_clicks, 13_clicks, 4_clicks"
A1072,"13_clicks, 4_clicks, 1_clicks"
A1073,"4_clicks, 1_clicks, 10_carts"
A1074,"1_clicks, 10_carts, 16_orders"
A1075,"10_carts, 16_orders, 18_orders"
A1076,"16_orders, 18_orders, 10_orders"
A1077,"18_orders, 10_orders, 10_orders"
A1078,"10_orders, 10_orders, 8_orders"
A1079,"10_orders, 8_orders, 7_orders"
A1080,"8_orders, 7_orders, 5_clicks"
A1081,"7_orders, 5_clicks, 5_carts"
A1082,"5_clicks, 5_carts, 1_clicks"
A1083,"5_carts, 1_clicks, 1_carts"
A1084,"1_clicks, 1_carts, 5_clicks"
A1085,"1_carts, 5_clicks, 15_clicks"
A1086,"5_clicks, 15_clicks, 10_clicks"
A1087,"15_clicks, 10_clicks, 14_clicks"
A1088,"10_clicks, 14_clicks, 8_clicks"
A1089,"14_clicks, 8_clicks, 0_clicks"
A1090,"8_clicks, 0_clicks, 0_clicks"
A1091,"0_clicks, 0_clicks, 0_clicks"
A1092,"0_clicks, 0_clicks, 15_clicks"
A1093,"0_clicks, 15_clicks, 15_carts"
A1094,"15_clicks, 15_carts, 12_clicks"
A1095,"15_carts, 12_clicks, 15_clicks"
A1096,"12_clicks, 15_clicks, 15_clicks"
A1097,"15_clicks, 15_clicks, 7_clicks"
A1098,"15_clicks, 17_clicks, 4_clicks"
A1099,"17_clicks, 4_clicks, 7_clicks"
A1100,"4_clicks, 7_clicks, 4_clicks"
A1101,"7_clicks, 4_clicks, 7_clicks"
A1102,"7_clicks, 4_clicks, 4_clicks"
A1103,"4_clicks, 1_clicks, 13_clicks"
A1104,"0_clicks, 5_clicks, 13_clicks"
A1105,"13_clicks, 0_clicks, 4_clicks"
A1106,"0_clicks, 4_clicks, 13_clicks"
A1107,"4_clicks, 13_clicks, 8_clicks"
A1108,"13_clicks, 8_clicks, 13_clicks"
A1109,"8_clicks, 13_clicks, 15_clicks"
A1110,"13_clicks, 15_clicks, 8_clicks"
A1111,"15_clicks, 8_clicks, 16_clicks"
A1112,"8_clicks, 16_clicks, 6_clicks"
A1113,"6_clicks, 2_clicks, 2_carts"
A1114,"2_clicks, 2_carts, 2_carts"
A1115,"2_carts, 2_carts, 2_clicks"
A1116,"2_carts, 2_clicks, 1_clicks"
A1117,"2_clicks, 1_clicks, 1_clicks"
A1118,"1_clicks, 1_carts, 13_clicks"
A1119,"1_carts, 13_clicks, 1_clicks"
A1120,"1_clicks, 1_clicks, 2_clicks"
A1121,"1_clicks, 2_clicks, 2_orders"
A1122,"2_clicks, 2_orders, 1_orders"
A1123,"2_orders, 1_orders, 15_orders"
A1124,"1_orders, 15_orders, 2_clicks"
A1125,"15_orders, 2_clicks, 15_clicks"
A1126,"2_clicks, 15_clicks, 1_clicks"
A1127,"15_clicks, 1_clicks, 16_clicks"
A1128,"1_clicks, 16_clicks, 18_clicks"
